Student ID,Name,Gender,University,Room Type,Budget,District,Location,Area,Pin,Near Rail Station,Near University,Near School,Near Roadside,Availability of Mess,Availability of Pen Guest,Room Information
440,Adah Basu,Female,Buch-Sekhon,Single,2000,Purulia,Patiala,Koshy Chowk,767082,Yes,Yes,No,Yes,No,Yes,No
620,Mohanlal Ganesan,Male,Solanki-Ghosh,Copper,2200,Purulia,Bhavnagar,Luthra Nagar,545967,Yes,Yes,No,No,No,Yes,No
358,Farhan Sani,Female,"Dhar, Luthra and Bhatti",Double,2500,Purulia,Naihati,Saran Nagar,847888,No,No,Yes,Yes,No,Yes,Yes
116,Ishita Rout,Male,Ravi LLC,Copper,2500,Alipurduar,Bhagalpur,Sachar Ganj,704015,Yes,Yes,Yes,No,No,Yes,No
249,Nayantara Mall,Male,"Srinivas, Srinivas and Arya",Single,2300,Purba Bardhaman,Raiganj,Walla Chowk,564758,No,Yes,No,No,Yes,No,Yes
147,Tara Buch,Male,"Ramakrishnan, Reddy and Kothari",Single,2100,Howrah,Karimnagar,Shanker Circle,527928,Yes,No,No,Yes,No,Yes,No
494,Indrajit Chauhan,Female,D’Alia LLC,Single,2100,North 24 Parganas,Ghaziabad,Bhat Marg,926797,Yes,No,No,Yes,Yes,No,Yes
931,Fateh Raman,Male,Johal-Chandra,Single,2500,Paschim Medinipur,Hindupur,Ganesh Marg,362879,No,Yes,No,No,Yes,No,No
933,Miraya Keer,Female,"Sanghvi, Shan and Sampath",Double,2100,Cooch Behar,Yamunanagar,Comar Circle,155681,Yes,No,Yes,No,No,Yes,No
982,Amira Garg,Female,"Bahri, Sunder and Sachdev",Single,2000,Darjeeling,Kollam,Khalsa Street,294920,Yes,No,No,Yes,No,Yes,Yes
1,Anvi Kaur,Male,"Ganesan, Saran and Acharya",Single,2000,Hooghly,Bokaro,Anne Street,478099,Yes,Yes,No,No,No,Yes,No
192,Nitara Kara,Female,"Iyer, Ray and Mane",Double,2200,Hooghly,Kishanganj,Sant Chowk,144303,No,No,Yes,Yes,No,Yes,Yes
84,Shaan Bhavsar,Female,Kumer-Johal,Copper,2000,Kalimpong,North Dumdum,Ratta Ganj,913917,No,Yes,Yes,No,No,Yes,Yes
49,Dishani Mangat,Female,Shroff Ltd,Double,2400,Nadia,Amritsar,Bhagat Chowk,642034,No,No,No,No,No,Yes,No
848,Indrajit Deshmukh,Male,"Contractor, Shere and Swaminathan",Copper,2500,Darjeeling,Ghaziabad,Khare,27105,No,Yes,No,No,Yes,No,Yes
665,Madhup Chahal,Male,Bains-Sanghvi,Double,2100,Purba Bardhaman,Belgaum,Batta Zila,57737,No,No,Yes,No,No,Yes,No
380,Himmat Bhatt,Female,"Amble, Kumar and Kala",Double,2400,Nadia,Tinsukia,Toor Ganj,317760,No,No,No,No,Yes,No,No
40,Aarna Lad,Female,Golla and Sons,Copper,2100,Paschim Medinipur,Bhilai,Kumar Chowk,116406,No,Yes,No,No,Yes,No,No
895,Veer Chacko,Female,"Loke, Srinivas and Sagar",Single,2100,Bankura,Gudivada,Sabharwal Nagar,234098,No,Yes,No,Yes,Yes,No,Yes
617,Indranil Kaul,Female,Trivedi-Arora,Copper,2400,Cooch Behar,Saharanpur,Ravel Ganj,290788,Yes,Yes,No,Yes,No,Yes,Yes
768,Jiya Manne,Male,Kapoor and Sons,Single,2200,Dakshin Dinajpur,Shivpuri,Sharaf Nagar,373745,No,Yes,Yes,No,Yes,No,No
569,Rania Lata,Female,Sandhu Ltd,Copper,2100,Paschim Bardhaman,Mango,Arora Circle,406993,Yes,No,Yes,No,Yes,No,Yes
394,Rania Chaudhary,Female,Dewan-Hegde,Single,2500,Alipurduar,Khora ,De Path,644535,Yes,No,Yes,No,No,Yes,Yes
413,Arnav Viswanathan,Female,"Cherian, Bobal and Ranganathan",Single,2200,Nadia,Rajahmundry,Chahal Path,739059,Yes,Yes,Yes,Yes,No,Yes,No
771,Indrans Rau,Female,Ravi-Divan,Double,2400,Uttar Dinajpur,Aurangabad,Warrior,658327,No,Yes,Yes,Yes,Yes,No,Yes
761,Nehmat Gera,Male,Grover Inc,Single,2400,Kalimpong,Gaya,Saran,176015,Yes,No,Yes,Yes,No,Yes,No
891,Amira Varma,Male,Bhargava PLC,Double,2200,Murshidabad,Amravati,Goel Chowk,794514,No,No,Yes,No,No,Yes,Yes
133,Shlok Gola,Male,Barman-Devan,Double,2400,Murshidabad,Siliguri,Uppal Chowk,460164,No,Yes,No,Yes,No,Yes,Yes
222,Urvi Ramesh,Female,"Jha, Sharma and Buch",Single,2000,Paschim Medinipur,Proddatur,Taneja Ganj,858692,Yes,Yes,No,No,Yes,No,Yes
363,Myra Majumdar,Male,"Saxena, Varma and Walla",Single,2000,Kolkata,Madhyamgram,Handa,780994,No,No,Yes,Yes,Yes,No,No
624,Tushar Rajan,Female,Bhandari-Barad,Single,2000,Purba Bardhaman,Mira-Bhayandar,Choudhury,647997,Yes,No,Yes,No,Yes,No,Yes
683,Veer Suri,Male,Grover-Datta,Double,2400,Paschim Medinipur,Jhansi,Gara Ganj,440799,Yes,Yes,No,No,No,Yes,No
694,Manjari Borra,Female,"Mane, Dar and Handa",Double,2400,Jalpaiguri,Pudukkottai,Shah Nagar,164612,No,Yes,No,No,Yes,No,Yes
903,Stuvan Loyal,Female,Basu LLC,Double,2100,Howrah,Arrah,Shah Street,253502,Yes,No,No,No,No,Yes,No
213,Onkar Chaudry,Male,Vora Inc,Single,2100,North 24 Parganas,Nagercoil,Thakkar Road,994850,No,Yes,No,No,No,Yes,Yes
909,Madhav Sem,Female,"Konda, Guha and Bhargava",Copper,2500,Murshidabad,Begusarai,Srivastava Ganj,423343,Yes,No,No,No,No,Yes,Yes
548,Lavanya Mahajan,Female,Kaur Group,Single,2300,Kolkata,Sultan Pur Majra,Issac Street,342918,No,No,No,No,No,Yes,No
380,Priyansh Gaba,Female,Mallick-Ganesh,Double,2200,Dakshin Dinajpur,Kurnool,Yohannan Circle,334698,Yes,Yes,No,No,Yes,No,No
992,Yuvaan Vora,Male,Yohannan Ltd,Single,2400,Paschim Medinipur,Hubli–Dharwad,Kanda Chowk,207110,No,No,Yes,No,No,Yes,Yes
371,Veer Bhat,Female,"Behl, Seth and Sharaf",Single,2200,Jalpaiguri,Kamarhati,Jain,884226,Yes,No,Yes,No,Yes,No,Yes
251,Mehul Ramanathan,Male,Dhawan Inc,Double,2300,Darjeeling,Nanded,Basak,483411,Yes,No,Yes,Yes,No,Yes,No
274,Bhamini Sahota,Male,"Krish, Ganguly and Gandhi",Single,2200,Alipurduar,Kota,Karpe Street,606311,No,Yes,Yes,No,Yes,No,Yes
363,Tarini Sahni,Female,Datta Ltd,Single,2300,Jhargram,Kalyan-Dombivli,Ben Ganj,152786,No,Yes,Yes,No,No,Yes,Yes
974,Biju Bir,Female,Balakrishnan-Tak,Single,2100,Paschim Bardhaman,Bhusawal,Gulati Road,787739,Yes,No,No,Yes,No,Yes,No
3,Jivin Wable,Male,Gola-Chahal,Copper,2000,Nadia,Tirunelveli,Manne Zila,384814,No,Yes,Yes,Yes,No,Yes,Yes
61,Tiya Sarkar,Female,"Srinivas, Dyal and Bala",Copper,2200,Purba Medinipur,Srinagar,Sengupta Marg,183085,No,No,Yes,Yes,No,Yes,Yes
11,Jhanvi Barad,Male,Sarma Inc,Double,2400,Howrah,Eluru,Halder Circle,104690,No,No,No,Yes,Yes,No,No
347,Myra Sharma,Male,Dhaliwal-Ramesh,Single,2300,Murshidabad,Surendranagar Dudhrej,Shere Nagar,55164,Yes,Yes,Yes,Yes,No,Yes,Yes
434,Khushi Rajagopalan,Female,Walia Group,Double,2200,Paschim Medinipur,Gurgaon,Tank Marg,720987,No,Yes,Yes,No,Yes,No,Yes
137,Tanya Dua,Male,"Gaba, Kota and Basu",Copper,2100,Purba Medinipur,Anantapuram,Desai Nagar,568463,Yes,Yes,No,Yes,No,Yes,No
784,Shamik Mammen,Female,Sani-Chander,Double,2400,Birbhum,Anantapuram,Viswanathan Marg,418204,No,No,Yes,Yes,No,Yes,No
795,Damini Varughese,Male,"Deshmukh, Mander and Lal",Double,2200,Jhargram,Bihar Sharif,Dhawan Road,459812,No,No,No,No,Yes,No,Yes
666,Arnav Shetty,Female,Chander-Kalita,Single,2500,Purba Bardhaman,Coimbatore,Maharaj Road,254508,Yes,Yes,Yes,No,Yes,No,No
729,Anahi Mangat,Male,Borra Group,Copper,2400,Purulia,Vijayawada,Sangha Path,910322,Yes,No,Yes,Yes,Yes,No,Yes
771,Ivana Bhatnagar,Male,"Tella, Kulkarni and Bora",Double,2400,Kalimpong,Bathinda,Sandhu Chowk,873585,Yes,No,No,No,No,Yes,No
510,Kabir Thakkar,Male,"Sangha, Andra and Mall",Double,2200,Alipurduar,Kanpur,Mani Circle,255398,No,No,Yes,Yes,No,Yes,No
675,Anahi Bhakta,Male,Dhillon-Dave,Single,2300,Jalpaiguri,Yamunanagar,Jain Street,284701,No,Yes,Yes,Yes,No,Yes,Yes
177,Lakshit Mandal,Male,Roy LLC,Single,2300,Purba Medinipur,Bhagalpur,Bora Path,76787,No,Yes,Yes,No,No,Yes,Yes
676,Aniruddh Rattan,Female,Ramesh and Sons,Copper,2100,Cooch Behar,Ranchi,Doctor Street,779775,Yes,No,No,Yes,No,Yes,No
263,Anaya Vora,Male,"Dhar, Bawa and Deep",Double,2300,Howrah,Jamshedpur,Loke Street,312554,No,No,No,No,Yes,No,Yes
76,Jayant Dass,Male,Rastogi-Chaudhry,Double,2100,Purulia,Tiruvottiyur,Dixit Ganj,318393,Yes,No,No,No,No,Yes,No
279,Saanvi Tara,Female,"Singh, Subramaniam and Ben",Single,2000,Malda,Meerut,Dar Road,659578,No,Yes,No,No,Yes,No,Yes
63,Reyansh Agrawal,Male,Madan Ltd,Copper,2200,Murshidabad,Nagercoil,Solanki Road,988364,Yes,Yes,No,Yes,No,Yes,Yes
283,Tarini Upadhyay,Female,"Vasa, Varty and Kohli",Single,2100,Purulia,Udaipur,Kale Ganj,9416,Yes,Yes,Yes,Yes,Yes,No,No
223,Zara Sem,Female,Rana-Bhargava,Double,2200,Hooghly,Noida,Sharma Chowk,831863,No,No,Yes,Yes,No,Yes,No
457,Pranay Badami,Male,Sandal-Reddy,Copper,2100,Paschim Bardhaman,Kanpur,Buch Chowk,284539,No,Yes,Yes,No,Yes,No,No
894,Tarini Bakshi,Female,"Garg, Babu and Yogi",Double,2400,Kalimpong,Katihar,Baral Street,150397,Yes,No,No,No,Yes,No,No
648,Dhruv Sethi,Male,"Suresh, Maharaj and Malhotra",Copper,2400,Birbhum,Danapur,Mangat Zila,351190,Yes,Yes,Yes,Yes,No,Yes,No
286,Shanaya Ravi,Female,Viswanathan-Vasa,Double,2300,Kalimpong,Udaipur,Soni Path,748125,No,Yes,No,No,No,Yes,Yes
438,Ryan Toor,Male,Bansal Group,Copper,2000,Alipurduar,Haldia,Kalita Nagar,768730,Yes,Yes,No,Yes,Yes,No,No
301,Alia Mangat,Female,"Karpe, Ramakrishnan and Sanghvi",Single,2500,Murshidabad,Bhatpara,Mani,537258,Yes,No,No,Yes,Yes,No,Yes
109,Divyansh Divan,Female,Dyal-Amble,Double,2300,Bankura,Suryapet,Acharya Street,619529,Yes,No,No,No,Yes,No,No
954,Taimur Ghosh,Male,Gandhi Ltd,Double,2300,Dakshin Dinajpur,Kolkata,Kade Marg,607050,Yes,No,No,No,Yes,No,Yes
714,Kashvi Saha,Female,Wali Inc,Single,2500,Cooch Behar,Kirari Suleman Nagar,Deep Road,38551,Yes,No,Yes,Yes,No,Yes,No
401,Advika Sibal,Female,Bala-Balakrishnan,Copper,2500,Dakshin Dinajpur,Nanded,Gopal Chowk,855003,Yes,Yes,Yes,No,No,Yes,No
29,Azad Chahal,Female,"Apte, Reddy and Balan",Copper,2200,Uttar Dinajpur,Shimla,Barad Street,958478,Yes,Yes,No,Yes,Yes,No,Yes
307,Yakshit Manda,Female,Shan-Grewal,Double,2100,Hooghly,Madhyamgram,Chowdhury Street,141195,Yes,Yes,No,No,Yes,No,No
655,Misha Lad,Male,Kaul-Sur,Double,2000,Bankura,Tumkur,Balakrishnan Nagar,427415,No,No,Yes,Yes,Yes,No,No
374,Veer Kapadia,Male,"Madan, Rao and Kohli",Copper,2500,Kalimpong,Miryalaguda,Acharya Zila,399260,Yes,Yes,No,Yes,Yes,No,No
956,Hrishita Bhalla,Female,Karnik-Arora,Single,2100,Paschim Medinipur,Anantapur,Banik Marg,569791,Yes,No,No,No,Yes,No,No
519,Prerak Sandal,Male,Dubey-Saha,Double,2400,Purba Medinipur,Patna,Gole Nagar,985654,Yes,No,No,No,No,Yes,No
904,Tarini Sen,Female,Badami LLC,Single,2500,Murshidabad,Sambalpur,Shukla Chowk,557315,Yes,No,Yes,Yes,Yes,No,Yes
757,Zaina Sur,Female,Sinha Ltd,Single,2200,Nadia,Bhilai,Tripathi Marg,588998,Yes,No,No,Yes,No,Yes,No
38,Sana Randhawa,Female,"Gopal, Bakshi and Basak",Double,2200,Paschim Bardhaman,Mira-Bhayandar,Chaudry Ganj,741793,Yes,Yes,No,No,Yes,No,Yes
302,Advik Chhabra,Male,Vig-Acharya,Single,2000,Dakshin Dinajpur,Pallavaram,Kulkarni Chowk,315724,No,Yes,Yes,Yes,No,Yes,Yes
401,Manikya Mangat,Female,Deep Inc,Double,2100,Dakshin Dinajpur,Kolkata,Vasa Ganj,878740,Yes,Yes,No,Yes,Yes,No,No
860,Saksham Aggarwal,Male,Ramanathan Inc,Copper,2100,Kalimpong,Fatehpur,Raju Marg,571936,No,No,No,Yes,No,Yes,Yes
930,Nehmat Uppal,Female,Dayal Ltd,Copper,2200,Uttar Dinajpur,New Delhi,Varty Street,11790,Yes,No,Yes,No,No,Yes,No
994,Tejas Vohra,Female,Bumb and Sons,Single,2100,Paschim Medinipur,Pimpri-Chinchwad,Srivastava Ganj,145639,No,No,No,Yes,No,Yes,Yes
637,Akarsh Lanka,Female,Soni LLC,Copper,2100,Birbhum,Rewa,Gola Marg,351876,Yes,Yes,No,No,No,Yes,Yes
416,Mehul Das,Female,Batra-Chowdhury,Copper,2500,Purba Bardhaman,Gwalior,Bal,617375,Yes,No,No,No,Yes,No,Yes
850,Tejas Khosla,Female,Koshy-Banerjee,Copper,2400,Nadia,Srinagar,Yadav Marg,648817,Yes,No,Yes,No,No,Yes,Yes
235,Divit Sehgal,Female,"Madan, Sagar and Gole",Double,2100,Murshidabad,Giridih,Banerjee Circle,992116,Yes,Yes,Yes,Yes,No,Yes,Yes
562,Indrans Yadav,Female,"Batta, Agate and Sridhar",Copper,2300,North 24 Parganas,Giridih,Kulkarni Ganj,999157,Yes,No,No,Yes,Yes,No,Yes
760,Ahana  Sarin,Male,Dhar-Banik,Copper,2200,Malda,Jamshedpur,Sunder Marg,648295,No,Yes,Yes,No,Yes,No,No
800,Jayan Sur,Male,Mahajan LLC,Double,2300,Hooghly,Varanasi,Bhat Marg,998255,No,Yes,Yes,No,Yes,No,No
733,Dharmajan Chadha,Male,Warrior-Chowdhury,Double,2300,Paschim Medinipur,Tezpur,Mannan,346858,Yes,Yes,Yes,Yes,No,Yes,Yes
535,Miraya Cheema,Male,Chakraborty-Dubey,Copper,2400,Nadia,Pimpri-Chinchwad,Kuruvilla Road,201451,Yes,Yes,No,Yes,Yes,No,No
217,Zara Sagar,Female,"Chowdhury, Sane and Ganesh",Copper,2100,Paschim Bardhaman,Bilaspur,Din Zila,532942,Yes,No,Yes,No,Yes,No,No
66,Sana Dutta,Male,Tiwari PLC,Double,2100,Paschim Medinipur,Deoghar,Chakrabarti Marg,596412,Yes,Yes,No,No,No,Yes,Yes
892,Nehmat Anne,Female,Raju-Ramachandran,Copper,2400,Alipurduar,Patna,Comar Street,374993,Yes,Yes,Yes,No,Yes,No,No
255,Saira Goel,Male,Chopra PLC,Single,2400,Howrah,Barasat,Ratti Chowk,412956,No,Yes,No,Yes,No,Yes,No
647,Riaan Shan,Male,Dara-De,Copper,2100,Purba Bardhaman,Nandyal,Talwar Chowk,833974,Yes,No,Yes,No,No,Yes,Yes
950,Yakshit Chad,Female,Kohli PLC,Copper,2200,Howrah,Gaya,Chakrabarti,683442,No,No,No,No,No,Yes,Yes
394,Vanya Rastogi,Female,Chaudhary-Wable,Copper,2300,Alipurduar,Gaya,Vyas Chowk,871204,Yes,Yes,No,No,No,Yes,No
308,Madhup Kannan,Female,"Wable, Raj and Kala",Single,2300,Malda,Kolhapur,Chand,597231,No,Yes,No,No,No,Yes,No
145,Lagan Kapadia,Male,Lata-Batta,Copper,2100,Purba Medinipur,Gudivada,Khanna Circle,114331,No,Yes,Yes,Yes,No,Yes,No
139,Nehmat Garde,Female,"Maharaj, Divan and Mani",Single,2500,Howrah,Cuttack,Amble Street,789153,No,Yes,No,Yes,No,Yes,No
773,Jiya Hans,Female,Chaudry-Krishnan,Double,2300,Purulia,Salem,Raju Circle,364810,Yes,No,Yes,No,Yes,No,No
502,Sara Grewal,Male,Walia-Dua,Single,2400,Darjeeling,Amaravati,Sur Circle,284991,No,No,No,Yes,Yes,No,No
800,Vaibhav Bala,Male,Rout Ltd,Copper,2400,Howrah,Bhubaneswar,Kade Path,543511,Yes,Yes,No,No,Yes,No,Yes
230,Stuvan Dhingra,Female,"Choudhury, Mallick and Vig",Double,2400,Malda,Hospet,Doshi Street,744907,No,No,No,No,No,Yes,No
20,Khushi Bal,Male,Baria-Bava,Single,2300,Kalimpong,Tiruvottiyur,Rattan Street,873021,No,No,Yes,Yes,Yes,No,No
914,Jhanvi Kunda,Male,"Singh, Kala and Khurana",Copper,2400,Alipurduar,Nadiad,Dara Path,270378,No,Yes,No,Yes,Yes,No,Yes
137,Kiara Banik,Female,Sha and Sons,Copper,2300,Cooch Behar,Solapur,Shenoy Road,945208,Yes,No,Yes,No,No,Yes,No
620,Siya Sangha,Male,Sahni Ltd,Single,2400,Dakshin Dinajpur,Nagercoil,Sagar Chowk,277248,No,No,Yes,No,No,Yes,No
831,Jivin Ramaswamy,Female,Raju PLC,Single,2200,Kolkata,Sirsa,Barad Chowk,187672,No,Yes,Yes,No,No,Yes,No
106,Nitya Sampath,Male,Buch-Konda,Single,2400,Murshidabad,Davanagere,Dar,284901,No,Yes,Yes,No,No,Yes,No
292,Alia Sagar,Female,Sami-Loyal,Double,2500,Malda,Shimla,Yohannan Road,518887,No,No,Yes,No,No,Yes,No
716,Veer Kibe,Female,Sha Inc,Single,2200,Malda,Surat,Keer Zila,260230,No,No,Yes,Yes,No,Yes,Yes
804,Farhan Sood,Female,Kamdar-Madan,Double,2200,Jhargram,Vellore,Chaudhari Circle,226610,No,Yes,Yes,No,No,Yes,Yes
933,Ranbir Bhavsar,Male,"Soni, Ray and Mangal",Double,2200,Jalpaiguri,Thiruvananthapuram,Buch Road,7326,No,No,Yes,Yes,Yes,No,Yes
138,Indrajit Kade,Female,Sahota-Gera,Copper,2400,Dakshin Dinajpur,Hapur,Sodhi Road,740911,Yes,No,Yes,Yes,No,Yes,Yes
871,Lagan Walia,Male,Chhabra LLC,Copper,2200,Hooghly,Nagercoil,Bath Road,188481,Yes,Yes,No,Yes,Yes,No,Yes
47,Ivan Bumb,Male,Lanka LLC,Single,2100,Darjeeling,Thiruvananthapuram,Bhakta Street,734609,No,No,No,No,No,Yes,Yes
289,Pari Sarkar,Female,"Borra, Gupta and Sama",Copper,2400,South 24 Parganas,Satna,Roy Nagar,646376,Yes,No,Yes,No,Yes,No,No
394,Jhanvi Trivedi,Female,"Ratti, Vora and Bahl",Single,2500,Paschim Medinipur,Guna,Ravel Street,645127,Yes,Yes,Yes,Yes,No,Yes,No
181,Umang Chakrabarti,Female,"Bhatia, Mallick and Viswanathan",Double,2000,Malda,Bokaro,Borra Circle,19592,Yes,Yes,No,No,No,Yes,Yes
492,Jayant Walia,Female,Saini-Badal,Single,2100,Jalpaiguri,Ichalkaranji,Krishnamurthy Chowk,975922,No,Yes,No,Yes,Yes,No,No
355,Bhavin Kari,Female,Chaudhary PLC,Copper,2000,Kalimpong,Katni,Chanda Path,376332,Yes,No,No,No,Yes,No,Yes
183,Tejas Chand,Female,Chopra PLC,Single,2500,Bankura,Sasaram,Zacharia Street,225366,No,No,No,Yes,No,Yes,No
422,Ayesha Master,Female,"Gade, Sinha and Vaidya",Copper,2200,Cooch Behar,Nizamabad,Savant Path,600719,No,Yes,Yes,Yes,No,Yes,Yes
605,Nitara Chaudry,Female,"Rajagopalan, Borah and Chokshi",Double,2000,South 24 Parganas,Belgaum,Gour Zila,26345,No,Yes,No,No,Yes,No,Yes
193,Ira Sidhu,Female,"Mann, Deo and Bora",Single,2400,Alipurduar,Tiruppur,Kunda Ganj,620595,Yes,No,No,Yes,Yes,No,No
292,Ayesha Vohra,Male,Loyal-Bal,Single,2300,Howrah,Solapur,Sarraf Path,123113,No,No,No,No,No,Yes,No
603,Divit Gola,Female,Korpal-Thaman,Double,2300,Darjeeling,Guwahati,Kaur Road,718700,Yes,Yes,Yes,Yes,Yes,No,Yes
489,Manikya Sengupta,Male,"Shan, Balan and Bassi",Copper,2000,Purba Bardhaman,Mangalore,Bhattacharyya Ganj,993568,No,Yes,No,No,No,Yes,No
56,Urvi Bahri,Male,Vala LLC,Single,2100,Alipurduar,Suryapet,Iyengar Marg,642602,Yes,No,No,Yes,No,Yes,Yes
542,Miraan Sarkar,Female,Bakshi-Banik,Single,2300,Purulia,Berhampore,Raval Chowk,902227,No,Yes,Yes,Yes,No,Yes,No
418,Amira Randhawa,Male,D’Alia-Badal,Single,2000,Howrah,Kurnool,Jain Circle,783056,No,No,Yes,No,No,Yes,Yes
993,Dharmajan Ganesan,Female,Rau-Rajagopalan,Double,2500,Kalimpong,New Delhi,Bakshi Ganj,798595,Yes,No,Yes,Yes,No,Yes,Yes
910,Priyansh Baral,Female,Anne PLC,Double,2000,North 24 Parganas,Ambattur,Bhatti,679517,Yes,Yes,No,Yes,Yes,No,No
321,Sumer Shenoy,Male,Khalsa PLC,Copper,2100,Jalpaiguri,Coimbatore,Tata Street,997721,No,No,No,Yes,No,Yes,No
504,Nishith Balakrishnan,Female,Goda PLC,Double,2000,Kolkata,Bhilwara,Lala Marg,241724,Yes,Yes,Yes,No,Yes,No,No
919,Lakshay Chaudry,Female,"Sant, Agrawal and Biswas",Double,2000,Kalimpong,Sri Ganganagar,Kapur Path,513277,Yes,Yes,Yes,No,No,Yes,Yes
134,Ranbir Samra,Female,"Khanna, Ray and Lalla",Double,2000,Dakshin Dinajpur,Mango,Talwar Circle,813519,No,Yes,Yes,Yes,Yes,No,No
306,Ehsaan Bhargava,Male,"Kala, Swamy and Krish",Double,2000,Purulia,Farrukhabad,Tailor Circle,252610,Yes,Yes,Yes,Yes,No,Yes,No
293,Krish Sinha,Male,Bakshi Ltd,Single,2200,Purulia,Satna,Sani Ganj,442591,Yes,Yes,No,Yes,No,Yes,Yes
443,Shayak Contractor,Male,"Dutt, Rama and Lall",Double,2400,Kalimpong,Dehri,Bhatt Zila,159972,No,No,Yes,No,No,Yes,Yes
849,Kaira Krishna,Female,Loke Inc,Copper,2400,Jhargram,Sonipat,Gill Circle,637572,No,Yes,No,Yes,No,Yes,Yes
109,Ranbir Raju,Male,"Wagle, Magar and Kashyap",Double,2400,Darjeeling,Nagaon,Agate Circle,639641,Yes,No,No,Yes,No,Yes,Yes
566,Aradhya Dhaliwal,Female,Amble-Banerjee,Copper,2200,Purba Medinipur,Ratlam,Gopal Chowk,139624,Yes,Yes,Yes,Yes,No,Yes,No
418,Diya Lal,Female,"Bansal, Chahal and Bava",Copper,2300,Bankura,Patiala,Borde Path,78536,No,No,No,Yes,No,Yes,No
228,Prerak Jain,Male,"Agrawal, Balay and Walia",Copper,2300,Birbhum,Jodhpur,Bora Ganj,218496,Yes,No,No,No,No,Yes,No
717,Rhea Bali,Male,Swaminathan-Gokhale,Copper,2300,Cooch Behar,Pune,Gokhale Nagar,889020,No,Yes,No,No,Yes,No,No
979,Dharmajan Lad,Male,Shenoy Group,Double,2400,Howrah,Kozhikode,Gade Marg,518025,Yes,Yes,No,Yes,Yes,No,Yes
399,Dishani Johal,Male,"Dutt, Dash and Vig",Single,2000,Kalimpong,Kozhikode,Biswas Zila,308655,No,Yes,Yes,No,No,Yes,No
436,Yashvi Khurana,Male,"Suresh, Sethi and Gade",Single,2500,Purba Medinipur,Adoni,Choudhary Marg,363947,No,No,No,No,Yes,No,No
482,Taimur Sant,Male,"Raval, Sura and Ramaswamy",Copper,2400,Hooghly,Yamunanagar,Mahal Street,294952,Yes,Yes,Yes,No,Yes,No,Yes
565,Taimur Goda,Female,"Sodhi, Manda and Ramaswamy",Double,2400,Hooghly,Bulandshahr,Suresh Zila,500218,Yes,No,Yes,Yes,No,Yes,No
221,Kanav Atwal,Female,Comar-Goda,Copper,2500,Purba Bardhaman,Durg,D’Alia Street,68245,No,No,No,Yes,Yes,No,Yes
942,Jivin Sahota,Female,"Bhasin, Atwal and Tripathi",Copper,2200,North 24 Parganas,Raebareli,Mani Road,749040,No,No,No,No,Yes,No,No
96,Kiaan Lata,Male,Singhal Group,Copper,2100,Kalimpong,Vijayanagaram,Shetty Nagar,961775,Yes,Yes,No,No,Yes,No,Yes
777,Hazel Wali,Female,Atwal and Sons,Single,2100,South 24 Parganas,Morena,Shankar Road,878651,No,No,Yes,Yes,No,Yes,No
74,Rasha Balan,Male,"Borra, Ranganathan and Dhar",Copper,2500,Cooch Behar,Suryapet,Verma Road,933177,Yes,No,Yes,No,No,Yes,Yes
46,Inaaya  Dani,Male,Rau-Buch,Copper,2000,Howrah,Bihar Sharif,Lalla Nagar,78639,No,Yes,Yes,No,No,Yes,Yes
590,Tara Sampath,Male,Keer-Kale,Single,2000,Kolkata,Panipat,Kale Street,523858,No,Yes,Yes,No,No,Yes,Yes
723,Mehul Dhingra,Female,Kaul-Buch,Single,2500,North 24 Parganas,Anantapur,Swaminathan Chowk,916996,No,Yes,Yes,Yes,Yes,No,No
710,Himmat Rao,Male,Venkataraman-Goel,Copper,2200,South 24 Parganas,Pune,Chandra Street,287984,Yes,Yes,No,No,No,Yes,No
977,Ira Chopra,Male,Chaudhry-Guha,Double,2200,Birbhum,Faridabad,Hayre Road,268734,Yes,No,No,No,No,Yes,Yes
375,Zaina Rau,Female,Bumb-Amble,Single,2500,Hooghly,Saharanpur,Deshpande Marg,972664,Yes,Yes,No,No,No,Yes,Yes
493,Shalv Bhat,Female,"Dhar, Vohra and Vora",Single,2300,South 24 Parganas,Jalandhar,Sampath Road,27817,No,Yes,Yes,No,No,Yes,Yes
193,Stuvan Dhawan,Female,Seshadri Ltd,Single,2200,Malda,Rohtak,Roy Road,80066,Yes,Yes,Yes,Yes,Yes,No,No
242,Oorja Atwal,Female,Sharaf-Bhalla,Single,2000,Nadia,Korba,Chaudhuri Zila,78328,Yes,No,No,Yes,Yes,No,Yes
416,Armaan Iyengar,Female,Chander-Chander,Copper,2100,Birbhum,Kirari Suleman Nagar,Halder Zila,358457,No,Yes,Yes,Yes,Yes,No,No
503,Madhav Wason,Female,"Devi, Sahni and Bora",Copper,2400,Malda,Ujjain,Chand Nagar,968146,No,No,Yes,Yes,No,Yes,No
429,Riaan Sundaram,Male,"Bahl, Babu and Varughese",Double,2500,Paschim Medinipur,Pali,Wable Road,827692,Yes,No,Yes,Yes,Yes,No,Yes
661,Kimaya Dara,Female,Banerjee-Chaudhuri,Double,2200,Purba Medinipur,Thane,Gade Circle,243377,Yes,No,Yes,Yes,No,Yes,Yes
771,Ira Mander,Male,"Bhat, Baral and Shan",Single,2200,Alipurduar,Singrauli,Mall Street,395292,No,Yes,Yes,Yes,No,Yes,Yes
